,max,mean,median,min,rmse,sse,std
basalt_traj,0.011933659514838494,0.0013668585938977809,0.001076606968649279,1.3479149025247723e-05,0.0018482583936342866,0.009937315891761576,0.0012440886921467353
DM_SVI_slam_traj,0.5649332640854771,0.11615492693187267,0.09823732680746168,0.0022705268233913075,0.13981535333758383,19.37239803165319,0.07782265723017129
vins_fusion_traj,0.486160961755,0.11582186103682829,0.09990707097121505,0.0029090978879160695,0.13813649810875558,19.024447033420984,0.07527940366206332
