,max,mean,median,min,rmse,sse,std
basalt_traj,0.18920502717983856,0.0940906053079187,0.09985260006379906,0.007286307259225325,0.10190293555846136,16.147443868296648,0.03913011970619811
DM_SVI_slam_traj,0.21485653455833265,0.11044286651410984,0.11092130647285549,0.02251797469976065,0.11736410353620139,10.013939944768456,0.03970775786924663
vins_fusion_traj,0.3285499152259265,0.1439707576603241,0.1383208495815535,0.04347474922851341,0.15335110339991542,16.226427030640373,0.05281081189192032
