,max,mean,median,min,rmse,sse,std
basalt_traj,0.14920379114017948,0.08139820692684212,0.08708276336436005,0.02286913206100753,0.08533935470842327,21.192963894565747,0.025634690775296644
DM_SVI_slam_traj,0.08380779418569406,0.028979530724559072,0.025523727868920924,0.003345317163816006,0.03281602687390524,1.06827648683056,0.015397351031044523
vins_fusion_traj,0.1628308754740861,0.08116856685842719,0.07913800026178118,0.016941055894231866,0.08664755667106498,7.492783478911288,0.03032264551806873
